Geneid,Test_Sample1,Test_Sample2,Test_Sample3,Control_Sample1,Control_Sample2,Control_Sample3
ENSMUSG00000061315,1878,2005,1960,1915,1938,2816
ENSMUSG00000019878,705,290,494,675,517,500
ENSMUSG00000071072,845,771,797,849,771,733
ENSMUSG00000111947,0,0,0,0,0,0
ENSMUSG00000019877,3646,2557,3096,3231,3027,3323
ENSMUSG00000093406,0,0,0,0,0,0
ENSMUSG00000025393,4218,3524,3914,2325,2334,3756
ENSMUSG00000064778,0,0,0,0,0,0
ENSMUSG00000104755,0,0,0,0,0,0
ENSMUSG00002075374,0,0,0,0,0,0
ENSMUSG00000112221,0,0,0,0,0,0
ENSMUSG00000112845,0,0,0,0,0,0
ENSMUSG00000036602,0,0,0,0,0,0
ENSMUSG00000090638,0,0,0,0,0,0
ENSMUSG00000019876,610,218,93,256,260,476
ENSMUSG00000019892,0,0,0,0,0,0
ENSMUSG00000093552,0,0,0,0,0,0
ENSMUSG00000077528,0,0,0,0,0,0
ENSMUSG00000112622,3,0,5,7,3,2
ENSMUSG00000019874,139,150,301,58,127,82
ENSMUSG00000019872,3811,2493,4693,2561,2291,3229
ENSMUSG00000058537,0,0,0,0,0,0
ENSMUSG00000057216,0,0,0,0,0,0
ENSMUSG00000019894,0,0,0,0,53,0
ENSMUSG00000112923,0,0,0,0,0,0
ENSMUSG00000075045,0,0,0,0,0,0
ENSMUSG00000112636,0,0,0,0,0,0
ENSMUSG00000112319,0,0,0,1,0,3
ENSMUSG00000093601,0,0,0,0,0,0
ENSMUSG00000112644,0,0,0,0,0,0
ENSMUSG00000112839,0,0,0,0,0,0
ENSMUSG00000098173,0,0,0,0,0,0
ENSMUSG00000112554,0,0,0,0,0,0
ENSMUSG00000112570,0,0,0,0,0,0
ENSMUSG00000064630,0,0,0,0,0,0
ENSMUSG00000112281,0,0,0,0,0,0
ENSMUSG00000099264,0,0,0,0,0,0
ENSMUSG00000089182,0,0,0,0,0,0
ENSMUSG00000089019,0,0,0,0,0,0
ENSMUSG00000112044,0,0,0,0,0,0
ENSMUSG00000064432,0,0,0,0,0,0
ENSMUSG00000077407,0,0,0,0,0,0
ENSMUSG00000103775,0,0,0,0,0,0
ENSMUSG00000036019,120,58,0,84,0,64
ENSMUSG00000112193,0,0,0,0,0,0
ENSMUSG00000112176,0,0,0,0,0,0
ENSMUSG00000112512,0,0,0,0,0,0
ENSMUSG00000112900,10,0,65,0,0,47
ENSMUSG00000089904,0,0,0,0,0,0
ENSMUSG00000112571,0,20,0,0,0,0
ENSMUSG00000038039,761,700,1144,679,616,1014
ENSMUSG00000088084,0,0,0,0,0,0
ENSMUSG00000111914,0,0,0,0,0,0
ENSMUSG00000112034,0,0,0,0,0,0
ENSMUSG00000112668,0,0,0,0,0,0
ENSMUSG00000112523,0,0,0,0,0,0
ENSMUSG00000056877,0,0,0,0,0,0
ENSMUSG00000112520,0,0,0,0,0,0
ENSMUSG00000040054,1413,2432,2924,1443,1397,1938
ENSMUSG00000112066,1,0,0,0,1,0
ENSMUSG00000019920,2703,1152,2722,2134,1627,2141
ENSMUSG00000070214,86,0,0,27,0,0
ENSMUSG00000040043,290,112,289,176,138,189
ENSMUSG00000112553,0,0,0,0,0,0
ENSMUSG00000053825,0,0,0,0,0,0
ENSMUSG00000108029,0,0,0,0,0,0
ENSMUSG00000112201,0,0,0,0,0,0
ENSMUSG00000037990,0,0,0,0,0,0
ENSMUSG00002076965,0,0,1,1,0,0
ENSMUSG00000044005,36,0,0,0,0,0
ENSMUSG00000118550,0,0,0,0,0,0
ENSMUSG00000035948,0,0,0,0,0,0
ENSMUSG00000051346,142,0,78,0,0,120
ENSMUSG00000112443,0,0,0,0,0,0
ENSMUSG00000112849,0,0,0,0,0,0
ENSMUSG00000112863,0,0,0,0,0,0
ENSMUSG00000025389,0,0,0,0,0,50
ENSMUSG00000088465,0,0,0,0,0,0
ENSMUSG00000019917,73,88,240,153,257,193
ENSMUSG00000088744,0,0,0,0,0,0
ENSMUSG00000112466,0,0,0,0,0,0
ENSMUSG00000118557,92,56,0,36,2,0
ENSMUSG00000098188,651,676,193,208,448,336
ENSMUSG00000019906,0,0,4,0,0,0
ENSMUSG00000102934,0,0,0,0,0,0
ENSMUSG00002075236,0,0,0,0,0,0
ENSMUSG00000000435,0,0,0,0,0,0
ENSMUSG00000035923,0,0,0,0,0,0
ENSMUSG00000035916,0,0,0,0,0,0
ENSMUSG00000091455,0,0,0,0,0,0
ENSMUSG00000112910,0,0,0,0,0,0
ENSMUSG00000112401,0,0,0,0,0,0
ENSMUSG00000019916,2117,987,1138,1339,1126,1485
ENSMUSG00000019907,2588,1215,1808,978,1716,1802
ENSMUSG00000110943,0,0,0,0,0,0
ENSMUSG00000111106,0,0,0,0,0,0
ENSMUSG00000035873,0,0,0,30,0,0
ENSMUSG00000071434,0,0,0,0,0,0
ENSMUSG00000065653,0,0,0,0,0,0
ENSMUSG00000110909,0,0,0,0,0,0
ENSMUSG00000111242,1,0,0,0,0,0
ENSMUSG00000111625,0,0,0,0,0,0
ENSMUSG00000112532,0,0,0,0,0,0
ENSMUSG00000110787,0,0,0,0,0,0
ENSMUSG00002075138,0,0,0,0,0,0
ENSMUSG00000112065,0,0,0,0,0,0
ENSMUSG00000091618,0,0,0,0,0,0
ENSMUSG00000111114,0,0,0,0,0,0
ENSMUSG00000040653,0,0,0,0,0,0
ENSMUSG00002076446,0,0,0,0,0,0
ENSMUSG00000019762,0,0,0,0,0,0
ENSMUSG00000035864,0,0,0,0,0,0
ENSMUSG00000112039,0,0,0,0,0,0
ENSMUSG00000111910,0,0,0,0,0,0
ENSMUSG00000112905,0,0,0,0,0,0
ENSMUSG00002075962,0,0,0,0,0,0
ENSMUSG00002075046,0,0,0,0,0,0
ENSMUSG00000065802,0,0,0,0,0,0
ENSMUSG00000112253,0,0,0,0,0,0
ENSMUSG00000112260,0,0,0,0,0,0
ENSMUSG00000020181,0,0,0,0,0,0
ENSMUSG00000102410,0,0,0,0,0,0
ENSMUSG00000112197,0,0,0,0,0,0
ENSMUSG00000112556,0,0,0,0,0,0
ENSMUSG00000112595,0,0,0,0,0,0
ENSMUSG00000112548,0,0,0,0,0,0
ENSMUSG00000111948,0,0,0,0,0,0
ENSMUSG00000112398,0,0,0,0,0,0
ENSMUSG00000112872,0,0,0,0,0,0
ENSMUSG00000040624,783,633,920,826,471,337
ENSMUSG00000082123,0,52,57,0,0,0
ENSMUSG00002075426,0,0,0,0,0,0
ENSMUSG00000082605,0,0,6,0,0,0
ENSMUSG00000020185,438,374,245,465,162,307
ENSMUSG00000101801,0,0,0,0,0,0
ENSMUSG00000089461,0,0,0,0,0,0
ENSMUSG00000088447,0,0,0,0,0,0
ENSMUSG00000087718,0,0,0,0,0,0
ENSMUSG00000039994,188,141,180,324,122,104
ENSMUSG00000051716,0,0,0,0,0,0
ENSMUSG00000047631,0,0,0,0,0,0
ENSMUSG00000020186,0,0,0,0,0,102
ENSMUSG00000025383,0,0,0,0,0,6
ENSMUSG00000064948,0,0,0,0,0,0
ENSMUSG00000040675,818,387,384,493,473,460
ENSMUSG00000082247,0,0,0,0,0,0
ENSMUSG00000065792,0,0,0,0,0,0
ENSMUSG00000089473,0,0,0,0,0,0
ENSMUSG00000111266,0,0,0,0,0,0
ENSMUSG00000035798,523,171,491,239,174,146
ENSMUSG00000112165,0,0,0,0,0,0
ENSMUSG00000091086,367,35,257,222,58,237
ENSMUSG00002075246,0,0,0,0,0,0
ENSMUSG00000111968,0,0,0,0,0,0
ENSMUSG00000038587,0,34,0,0,0,0
ENSMUSG00000075327,195,350,396,172,191,196
ENSMUSG00000095123,530,345,208,106,406,266
ENSMUSG00000019763,361,367,502,473,352,144
ENSMUSG00000085687,127,31,99,252,64,71
ENSMUSG00000020189,19173,13071,17614,10530,13645,13869
ENSMUSG00000112642,520,63,165,154,198,103
ENSMUSG00000035759,343,214,292,150,235,194
ENSMUSG00000112246,0,0,0,0,0,0
ENSMUSG00000061759,389,423,114,132,166,305
ENSMUSG00000019767,0,0,0,0,0,1
ENSMUSG00000065371,0,0,0,0,0,0
ENSMUSG00000112330,0,0,0,0,0,0
ENSMUSG00000005682,238,200,379,178,316,66
ENSMUSG00000019768,32,54,210,102,111,92
ENSMUSG00000025381,290,560,99,233,142,20
ENSMUSG00000005683,2737,2592,2638,1433,1922,1560
ENSMUSG00000089313,0,0,0,0,0,32
ENSMUSG00000039914,342,135,258,122,153,250
ENSMUSG00000014498,1624,2366,2295,1691,1034,1439
ENSMUSG00002074905,0,0,0,0,0,0
ENSMUSG00000098701,0,0,0,0,0,0
ENSMUSG00000106600,0,0,0,0,0,0
ENSMUSG00000090761,0,33,85,5,0,0
ENSMUSG00000058799,3421,1404,2114,2193,1931,3103
ENSMUSG00000087819,51,22,30,0,1,20
ENSMUSG00000020205,79,56,62,13,13,132
ENSMUSG00000100113,0,0,0,0,0,0
ENSMUSG00000097082,0,0,0,0,0,0
ENSMUSG00000112357,0,0,0,0,0,0
ENSMUSG00000039878,0,107,36,43,14,0
ENSMUSG00000112137,0,0,0,0,0,0
ENSMUSG00000112706,0,0,0,0,0,0
ENSMUSG00000112802,0,0,0,0,0,0
ENSMUSG00000102180,0,0,0,0,0,0
ENSMUSG00000112321,0,0,0,0,0,0
ENSMUSG00000112533,0,0,0,0,0,0
ENSMUSG00000112628,0,0,0,0,0,0
ENSMUSG00000063334,2028,1418,1832,1030,959,1091
ENSMUSG00000025374,393,260,492,229,237,252
ENSMUSG00002075171,0,0,0,0,13,0
ENSMUSG00000056888,4203,4100,6788,3422,4098,4184
ENSMUSG00000110391,0,0,80,0,0,0
ENSMUSG00000020213,0,0,0,0,0,0
ENSMUSG00000020214,0,0,0,0,0,0
ENSMUSG00000090162,0,0,0,0,0,0
ENSMUSG00000089667,0,0,0,0,0,0
ENSMUSG00000112334,0,0,0,0,0,0
ENSMUSG00000112611,0,0,0,0,0,0
ENSMUSG00000025373,817,413,535,279,430,555
ENSMUSG00000088151,0,0,0,0,0,0
ENSMUSG00000098957,0,0,0,0,0,0
ENSMUSG00000096054,3760,2855,2599,1986,1976,2397
ENSMUSG00000035694,0,0,0,0,0,0
ENSMUSG00000112564,0,0,0,0,0,0
ENSMUSG00000119411,0,0,0,0,0,0
ENSMUSG00000046916,0,0,0,0,0,0
ENSMUSG00000019772,0,0,0,0,0,0
ENSMUSG00000110983,0,0,0,0,0,0
ENSMUSG00000035681,0,0,0,0,0,0
ENSMUSG00000112678,0,0,0,0,0,0
ENSMUSG00000019773,66,268,25,410,250,69
ENSMUSG00000100314,0,0,0,0,0,0
ENSMUSG00000112722,0,0,0,0,0,0
ENSMUSG00000074748,694,747,436,319,651,614
ENSMUSG00000097185,0,0,0,0,0,0
ENSMUSG00000064707,0,0,0,0,0,0
ENSMUSG00000112807,0,0,0,0,0,0
ENSMUSG00000019774,163,55,80,1,0,96
ENSMUSG00000111979,0,0,0,0,0,0
ENSMUSG00000112228,0,0,0,0,0,0
ENSMUSG00000112767,0,0,0,0,0,0
ENSMUSG00000112750,0,0,0,0,0,0
ENSMUSG00000112087,0,0,0,0,0,0
ENSMUSG00000112438,0,0,0,0,0,0
ENSMUSG00000112181,0,0,0,0,0,0
ENSMUSG00000104006,0,0,0,0,0,0
ENSMUSG00000112921,0,0,0,0,0,0
ENSMUSG00000104335,0,0,0,0,0,0
ENSMUSG00000019775,0,0,0,0,0,0
ENSMUSG00000112179,0,0,0,0,0,0
ENSMUSG00000112312,0,0,0,0,0,0
ENSMUSG00000111902,0,0,0,0,0,0
ENSMUSG00000050663,0,0,0,0,0,0
ENSMUSG00000089934,0,0,0,0,0,0
ENSMUSG00000084865,0,0,0,0,0,0
ENSMUSG00000111883,0,0,0,0,0,0
ENSMUSG00002075120,0,0,0,0,0,0
ENSMUSG00000112016,0,0,0,0,0,0
ENSMUSG00000119363,0,0,0,0,0,0
ENSMUSG00000006764,0,0,0,0,0,0
ENSMUSG00000020130,1140,914,1034,948,995,934
ENSMUSG00002076231,0,0,0,0,0,0
ENSMUSG00000111964,0,5,2,2,8,4
ENSMUSG00000020132,1572,1228,1414,804,1212,1556
ENSMUSG00000025369,2967,2016,3564,1285,1644,2071
ENSMUSG00000069520,510,402,486,524,274,162
ENSMUSG00000020137,316,226,552,118,265,256
ENSMUSG00000034163,3900,2706,3413,2068,2400,2554
ENSMUSG00000112822,343,160,245,124,86,263
ENSMUSG00000090841,946,956,1407,1499,1675,1696
ENSMUSG00000039824,30,42,0,9,0,48
ENSMUSG00000020140,0,0,0,0,0,0
ENSMUSG00000092210,0,0,0,0,0,0
ENSMUSG00000112099,0,0,0,0,1,0
ENSMUSG00000112513,0,0,0,0,0,0
ENSMUSG00000034127,0,0,0,0,0,0
ENSMUSG00000025366,4254,3231,5181,3378,3581,3933
ENSMUSG00000099292,0,0,0,0,0,0
ENSMUSG00000100548,47,66,25,54,0,164
ENSMUSG00000039810,43,60,83,1,85,233
ENSMUSG00000093674,3062,2811,3562,2533,2086,1980
ENSMUSG00000112850,0,0,0,0,0,0
ENSMUSG00000025364,977,823,757,647,426,697
ENSMUSG00002076354,0,0,0,0,0,0
ENSMUSG00000018166,1,73,3,0,74,0
ENSMUSG00000098592,0,0,0,0,0,0
ENSMUSG00000111936,0,0,1,0,0,0
ENSMUSG00000112068,0,0,0,0,0,0
ENSMUSG00000025362,6953,3504,9090,5901,2992,5590
ENSMUSG00000002578,0,0,0,0,0,0
ENSMUSG00000097372,0,0,0,0,0,0
ENSMUSG00000049858,0,38,8,58,146,5
ENSMUSG00000118400,0,0,0,34,0,38
ENSMUSG00000000711,1012,1934,2042,1192,1491,1348
ENSMUSG00000025358,543,324,543,238,139,477
ENSMUSG00000025359,0,0,0,0,15,0
ENSMUSG00000025357,60,100,169,47,96,168
ENSMUSG00000064030,167,102,205,109,16,159
ENSMUSG00000045055,110,217,268,247,121,129
ENSMUSG00000112429,0,0,0,0,0,0
ENSMUSG00000025355,883,890,743,685,426,672
ENSMUSG00000047090,90,120,83,50,0,147
ENSMUSG00000025354,605,434,592,506,540,621
ENSMUSG00000015202,44,106,111,69,0,1
ENSMUSG00000112057,0,0,0,0,0,0
ENSMUSG00000078427,452,148,182,168,44,392
ENSMUSG00000079685,1224,667,915,780,726,550
ENSMUSG00000112474,1,90,96,46,0,51
ENSMUSG00000025353,46,105,217,76,6,114
ENSMUSG00000107790,0,0,0,0,0,0
ENSMUSG00000094347,0,0,6,0,0,0
ENSMUSG00000111732,0,0,0,0,0,0
ENSMUSG00000095696,0,0,0,0,0,0
ENSMUSG00000096497,0,0,0,0,0,0
ENSMUSG00000112360,0,0,0,0,0,0
ENSMUSG00000112109,0,0,0,0,0,0
ENSMUSG00000049217,0,0,26,0,0,0
ENSMUSG00000111273,0,22,0,0,0,0
ENSMUSG00000047712,248,70,159,44,0,92
ENSMUSG00000077582,0,0,0,0,0,0
ENSMUSG00000044025,0,0,0,0,0,0
ENSMUSG00000111215,0,0,0,0,0,1
ENSMUSG00000047626,0,0,0,0,0,0
ENSMUSG00000094496,0,0,0,0,0,0
ENSMUSG00000107615,0,0,0,0,0,0
ENSMUSG00000044293,0,0,0,0,0,0
ENSMUSG00000107555,0,0,0,0,0,0
ENSMUSG00002076168,0,0,0,0,0,0
ENSMUSG00000052012,0,0,2,0,0,0
ENSMUSG00000107400,0,0,0,0,0,0
ENSMUSG00000095002,0,0,1,0,0,0
ENSMUSG00000015305,3945,3056,3887,3275,3992,4782
ENSMUSG00000065692,32,40,0,20,56,165
ENSMUSG00000111165,128,48,49,0,46,140
ENSMUSG00000097597,43,0,102,43,97,0
ENSMUSG00000094734,0,0,0,0,0,0
ENSMUSG00000111731,30,0,22,79,49,0
ENSMUSG00000111674,0,0,0,0,0,0
ENSMUSG00000111077,0,0,0,0,0,0
ENSMUSG00000108114,0,0,0,0,0,0
ENSMUSG00000112543,0,0,0,0,0,0
ENSMUSG00000112019,0,0,0,0,0,0
ENSMUSG00000111627,0,0,0,0,0,0
ENSMUSG00000112048,0,0,0,0,0,0
ENSMUSG00000112307,0,0,0,0,0,0
ENSMUSG00000058513,0,0,0,14,0,0
ENSMUSG00000112827,0,0,0,0,0,0
ENSMUSG00000053980,0,0,0,0,0,0
ENSMUSG00000111951,0,0,0,0,0,0
ENSMUSG00000093866,0,0,0,47,0,0
ENSMUSG00000112700,0,0,0,0,0,0
ENSMUSG00000112162,0,0,0,0,0,0
ENSMUSG00000046041,0,0,0,0,0,0
ENSMUSG00000112303,0,0,0,0,0,0
ENSMUSG00000088147,0,0,0,0,0,0
ENSMUSG00000095401,0,0,1,0,0,0
ENSMUSG00000060487,0,0,0,0,0,0
ENSMUSG00000112680,0,0,0,0,0,0
ENSMUSG00000112200,0,0,0,0,0,0
ENSMUSG00000096858,0,0,0,0,0,0
ENSMUSG00002075880,0,0,0,0,0,0
ENSMUSG00000071065,0,0,0,0,1,0
ENSMUSG00000050478,0,0,0,0,0,0
ENSMUSG00000049894,0,0,0,0,0,0
ENSMUSG00000050251,0,0,0,0,0,0
ENSMUSG00000069421,0,0,0,0,0,0
ENSMUSG00000063173,0,0,0,0,0,0
ENSMUSG00000049052,0,0,0,0,0,0
ENSMUSG00000052818,0,0,0,0,0,0
ENSMUSG00000059134,0,0,0,0,0,0
ENSMUSG00000061961,0,0,0,0,0,0
ENSMUSG00000063715,0,0,0,0,0,0
ENSMUSG00000107399,0,0,0,0,0,0
ENSMUSG00000048745,0,0,0,0,0,0
ENSMUSG00000044897,0,0,0,0,0,0
ENSMUSG00000058251,0,0,0,0,0,0
ENSMUSG00000108253,0,0,0,0,0,0
ENSMUSG00000096747,0,0,0,0,0,0
ENSMUSG00000098216,0,0,0,0,0,0
ENSMUSG00000095804,0,0,0,0,0,0
ENSMUSG00000108134,0,0,0,0,0,0
ENSMUSG00000058084,0,40,0,0,0,0
ENSMUSG00000112688,0,0,0,0,0,0
ENSMUSG00000059862,0,0,0,0,0,0
ENSMUSG00000019790,2609,1873,2519,2583,1950,1725
ENSMUSG00000045559,0,0,0,0,0,0
ENSMUSG00000064609,5,0,27,0,0,0
ENSMUSG00000112146,0,0,0,0,0,0
ENSMUSG00000048015,0,0,0,0,0,0
ENSMUSG00000101621,0,0,0,0,0,0
ENSMUSG00000112059,0,0,0,0,0,0
ENSMUSG00000112074,0,0,0,0,0,0
ENSMUSG00000112713,0,0,0,0,0,0
ENSMUSG00000065876,0,0,0,0,0,0
ENSMUSG00000112060,0,0,0,0,0,0
ENSMUSG00000112589,0,0,0,0,0,0
ENSMUSG00000109160,0,0,0,0,23,58
ENSMUSG00000108973,0,0,0,0,0,0
ENSMUSG00000112219,0,0,0,0,11,0
ENSMUSG00000112573,0,0,0,1,0,0
ENSMUSG00000034833,0,0,0,0,0,0
ENSMUSG00000070601,68,0,0,0,0,0
ENSMUSG00000040540,78,60,46,26,99,75
ENSMUSG00000092048,0,0,0,0,0,0
ENSMUSG00000092162,0,0,0,2,0,0
ENSMUSG00000112712,0,0,0,0,0,0
ENSMUSG00000091511,0,0,0,0,0,0
ENSMUSG00000112195,0,0,0,0,0,0
ENSMUSG00000096766,0,0,0,0,0,0
ENSMUSG00002075122,0,0,0,0,0,0
ENSMUSG00000096755,1,1,2,0,1,5
ENSMUSG00000083257,0,0,82,0,0,0
ENSMUSG00000012819,407,84,194,167,82,257
ENSMUSG00000020100,4540,4974,3540,4038,3507,3222
ENSMUSG00000090112,1258,804,978,791,804,841
ENSMUSG00000090070,0,0,0,0,0,0
ENSMUSG00000097007,0,0,0,0,0,0
ENSMUSG00000047648,393,330,78,470,445,481
ENSMUSG00000020099,16,0,50,54,48,177
ENSMUSG00000111983,0,0,0,0,0,0
ENSMUSG00000087802,0,0,0,0,0,0
ENSMUSG00000112592,0,0,0,34,0,0
ENSMUSG00000099279,0,0,0,0,0,0
ENSMUSG00000037247,0,0,0,0,0,0
ENSMUSG00000055493,22,0,102,60,0,122
ENSMUSG00000090242,0,0,1,0,0,0
ENSMUSG00000111949,0,0,0,0,0,0
ENSMUSG00000080526,0,0,0,0,0,0
ENSMUSG00000112151,0,0,0,0,0,0
ENSMUSG00000093568,0,0,0,0,0,0
ENSMUSG00000077539,0,0,0,0,0,0
ENSMUSG00000093489,0,0,0,0,0,0
ENSMUSG00000111995,0,0,0,0,0,0
ENSMUSG00000093573,0,0,0,0,0,0
ENSMUSG00000112233,0,0,0,0,0,0
ENSMUSG00002076949,0,0,0,0,0,0
ENSMUSG00002076606,0,0,0,0,0,0
ENSMUSG00000112747,0,0,0,0,0,0
ENSMUSG00000112775,0,0,0,0,0,0
ENSMUSG00000112156,0,0,0,0,0,0
ENSMUSG00000020098,0,0,0,19,0,0
ENSMUSG00000112131,0,0,0,0,0,0
ENSMUSG00000065096,0,0,0,0,0,0
ENSMUSG00000065181,0,0,0,0,0,0
ENSMUSG00000020097,5866,5242,6501,3690,4145,4185
ENSMUSG00002076247,0,25,0,0,0,51
ENSMUSG00000019820,1479,1000,2155,1558,1296,1181
ENSMUSG00000112816,18,0,104,0,0,0
ENSMUSG00000088516,0,0,0,0,0,0
ENSMUSG00000112698,0,43,0,0,0,0
ENSMUSG00000039232,470,483,521,246,430,180
ENSMUSG00000078348,96,42,193,146,46,53
ENSMUSG00000112498,0,0,0,0,0,0
ENSMUSG00000020096,0,0,0,0,0,0
ENSMUSG00000059901,0,0,0,0,0,0
ENSMUSG00000020087,47,34,158,112,105,98
ENSMUSG00000020085,436,214,201,162,68,407
ENSMUSG00000019817,81,164,40,137,76,2
ENSMUSG00002076823,0,0,0,0,0,0
ENSMUSG00000020086,0,0,0,0,0,42
ENSMUSG00000093017,0,0,0,0,0,0
ENSMUSG00000019815,0,0,0,0,0,0
ENSMUSG00000019814,290,239,472,242,131,294
ENSMUSG00000112042,0,0,0,0,0,0
ENSMUSG00000062866,1098,883,1063,696,738,875
ENSMUSG00000019810,1263,1294,840,1110,839,807
ENSMUSG00000019809,140,289,269,363,2,229
ENSMUSG00000019808,48,113,0,0,0,27
ENSMUSG00000112055,0,0,0,0,0,0
ENSMUSG00000019806,1238,974,678,368,446,775
ENSMUSG00000112172,0,0,0,0,0,0
ENSMUSG00000112102,0,0,0,0,0,0
ENSMUSG00000119069,0,0,0,0,0,0
ENSMUSG00000098048,1,0,0,0,0,0
ENSMUSG00000112494,0,0,0,0,0,0
ENSMUSG00000015501,604,295,332,594,645,276
ENSMUSG00000101014,0,0,0,0,0,0
ENSMUSG00000112266,0,0,0,0,0,0
ENSMUSG00000112284,0,0,0,0,0,0
ENSMUSG00000112238,0,0,0,0,0,0
ENSMUSG00000089333,0,0,0,0,0,0
ENSMUSG00000112679,0,0,0,0,0,0
ENSMUSG00000102229,0,0,0,0,0,0
ENSMUSG00000112225,0,0,0,0,0,0
ENSMUSG00000039116,239,232,365,125,556,369
ENSMUSG00000071532,30,89,83,27,36,12
ENSMUSG00000111888,0,0,0,0,0,0
ENSMUSG00000112490,0,0,0,0,0,0
ENSMUSG00000019868,23,105,141,72,126,83
ENSMUSG00000085572,15,0,114,13,46,63
ENSMUSG00000019865,0,0,0,0,0,0
ENSMUSG00000019867,0,0,0,0,0,0
ENSMUSG00000093798,20,31,19,29,23,18
ENSMUSG00000096963,0,0,0,0,0,0
ENSMUSG00000112113,0,0,0,0,0,0
ENSMUSG00000112724,0,0,0,0,0,0
ENSMUSG00000088730,0,0,0,0,0,0
ENSMUSG00000112475,0,0,0,0,0,0
ENSMUSG00000112177,0,0,0,0,0,0
ENSMUSG00000112928,0,0,0,0,0,0
ENSMUSG00000112395,0,0,0,0,0,0
ENSMUSG00000112089,0,0,1,0,0,0
ENSMUSG00000112335,0,0,0,0,0,0
ENSMUSG00000112800,0,0,0,0,0,0
ENSMUSG00000111963,0,0,0,0,0,0
ENSMUSG00000112011,0,0,0,0,0,0
ENSMUSG00000112227,0,0,0,0,0,0
ENSMUSG00000112602,0,0,0,0,0,0
ENSMUSG00000112123,0,0,0,0,0,0
ENSMUSG00000112929,0,0,0,0,0,0
ENSMUSG00000112903,0,0,0,0,0,0
ENSMUSG00000112118,0,0,0,0,0,0
ENSMUSG00000112499,0,0,0,0,0,0
ENSMUSG00000101969,0,48,0,0,0,0
ENSMUSG00002076853,0,0,0,0,0,0
ENSMUSG00000111922,0,0,0,0,0,0
ENSMUSG00000112478,0,10,0,0,0,0
ENSMUSG00000112587,0,0,0,0,0,0
ENSMUSG00000112296,0,0,0,0,0,0
ENSMUSG00000111927,0,0,0,0,0,0
ENSMUSG00000112629,0,0,0,0,0,0
ENSMUSG00000039910,1024,820,1082,659,883,743
ENSMUSG00000093672,0,0,0,0,0,0
ENSMUSG00000039891,0,0,0,0,44,0
ENSMUSG00000093537,0,0,0,0,34,0
ENSMUSG00000039879,362,411,525,258,323,370
ENSMUSG00000078453,280,281,158,42,486,49
ENSMUSG00000019854,540,653,259,254,587,344
ENSMUSG00000071392,0,0,0,9,0,0
ENSMUSG00000059554,66,198,132,188,0,14
ENSMUSG00000096977,0,0,0,34,0,0
ENSMUSG00000110762,0,0,0,0,0,0
ENSMUSG00000039835,4,0,0,0,0,0
ENSMUSG00000111313,0,0,0,0,0,0
ENSMUSG00000019853,0,0,0,38,6,0
ENSMUSG00000111173,0,0,0,0,0,0
ENSMUSG00000019852,2662,1759,2432,2565,3216,3396
ENSMUSG00000111474,0,0,0,0,2,0
ENSMUSG00000044624,0,0,14,0,0,0
ENSMUSG00000019851,0,0,0,0,0,0
ENSMUSG00000111318,0,0,0,0,0,0
ENSMUSG00000019850,2473,2244,1502,1847,1376,2045
ENSMUSG00000110938,0,0,0,0,0,0
ENSMUSG00000111821,0,0,0,0,0,0
ENSMUSG00000110770,0,0,0,0,0,0
ENSMUSG00000111320,0,0,0,0,0,0
ENSMUSG00000111052,0,0,0,0,0,0
ENSMUSG00000111606,0,0,0,0,0,0
ENSMUSG00000110917,0,0,0,0,0,0
ENSMUSG00000045591,0,0,0,0,0,0
ENSMUSG00000110835,0,0,0,0,0,0
ENSMUSG00000020009,1737,1015,1738,930,939,1333
ENSMUSG00000039760,0,0,0,0,0,0
ENSMUSG00000020007,0,0,0,0,0,0
ENSMUSG00000110958,0,0,42,0,0,0
ENSMUSG00000119791,0,0,0,0,0,0
ENSMUSG00000050473,0,0,0,0,0,0
ENSMUSG00000020003,198,40,247,411,146,56
ENSMUSG00000111067,0,0,0,66,0,26
ENSMUSG00000071369,366,322,469,81,225,516
ENSMUSG00000019996,1,0,0,56,0,0
ENSMUSG00000110754,0,0,0,0,0,0
ENSMUSG00000111356,0,2,0,2,0,4
ENSMUSG00000111447,0,0,0,0,0,0
ENSMUSG00000111064,0,0,0,0,0,0
ENSMUSG00000098887,0,0,0,0,0,0
ENSMUSG00000037608,3616,2240,3686,2731,2308,2388
ENSMUSG00000019992,58,121,295,160,49,266
ENSMUSG00000111351,0,0,14,0,0,0
ENSMUSG00000019990,406,315,262,146,377,357
ENSMUSG00000091730,0,0,0,0,0,30
ENSMUSG00000111091,0,0,0,0,0,0
ENSMUSG00000111177,0,0,0,0,0,0
ENSMUSG00000019986,479,325,95,87,215,183
ENSMUSG00000111006,0,0,0,0,0,0
ENSMUSG00000111227,44,0,0,0,8,0
ENSMUSG00000111102,0,0,0,0,0,0
ENSMUSG00000019982,0,0,34,42,0,0
ENSMUSG00000097923,0,0,0,0,0,0
ENSMUSG00000110967,0,0,0,0,0,15
ENSMUSG00000111200,0,0,0,0,0,0
ENSMUSG00000019970,3697,3682,2253,3115,3159,3710
ENSMUSG00000090535,0,0,0,0,0,0
ENSMUSG00000097086,0,0,0,0,0,0
ENSMUSG00000111953,0,2,0,0,0,0
ENSMUSG00000069712,0,0,68,0,0,0
ENSMUSG00000053219,167,135,127,130,79,89
